Date,Town,State/Province,Latitude,Longitude,Number,Image
5/8/2018,Evansville,IN,38,-87.6,1,
5/8/2018,Evansville,IN,38,-87.6,1,
5/8/2018,Finlayson,MN,46.2,-92.9,1,
5/8/2018,Grand Marais,MN,47.8,-90.2,1,
5/8/2018,Grantsburg,WI,45.8,-92.7,2,
5/8/2018,Hancock,ME,44.5,-68.2,1,
5/8/2018,Hancock,MI,47.1,-88.6,1,
5/8/2018,Holly,MI,42.8,-83.6,2,
5/8/2018,Holyoke,MN,46.5,-92.4,4,
5/8/2018,Indianapolis,IN,39.8,-86.1,3,
5/8/2018,Indianapolis,IN,39.9,-86.1,1,
5/8/2018,International Falls,MN,48.6,-93.2,1,
5/8/2018,Iron River,MI,46.1,-88.6,1,
5/8/2018,Iron River,MI,46.1,-88.6,1,
5/8/2018,Kansas City,MO,39.3,-94.5,1,
5/8/2018,Lewiston,NY,43.2,-79,1,
5/8/2018,Little Current,ON,45.7,-82,1,
5/8/2018,Long Beach,NY,40.6,-73.6,1,
5/8/2018,Manchester Township,NJ,40,-74.4,2,
5/8/2018,Marion,IN,40.5,-85.7,1,
5/8/2018,McGrath,MN,46.2,-93.4,1,
5/8/2018,Meadowlands,MN,47.1,-92.7,1,
5/8/2018,Miramichi,NB,47,-65.5,1,
5/8/2018,Miramichi,NB,47,-65.5,1,
5/8/2018,Nevis,MN,46.9,-94.9,1,
5/8/2018,North Syracuse,NY,43.1,-76.1,1,
5/8/2018,Norwich,VT,43.8,-72.4,1,
5/8/2018,Olathe,KS,39.1,-94.6,,
5/8/2018,Omaha,NE,41.3,-96,1,
5/8/2018,Oregon,OH,41.7,-83.4,,
5/8/2018,Ottawa,ON,45.3,-75.9,1,
5/8/2018,Phelps,WI,46,-89.2,1,
5/8/2018,Pittsburgh,PA,40.4,-80,0,
5/8/2018,Plympton-Wyoming,ON,43,-82.2,1,
5/8/2018,Port Loring,ON,46,-80,1,
5/8/2018,Port Richey,FL,28.3,-82.7,1,
5/8/2018,Ramsey,MN,45.2,-93.4,1,
5/8/2018,Riverside,IL,41.8,-87.8,1,
5/8/2018,Saint Albans City,VT,44.8,-73.1,1,
5/8/2018,Saint Paul,MN,45.1,-92.9,1,
5/8/2018,Saint-Alphonse,QC,45.3,-72.8,1,
5/8/2018,Saint-Sauveur,QC,45.9,-74.2,1,
5/8/2018,Sand Lake,MI,43.3,-85.6,1,
5/8/2018,Shoreview,MN,45.1,-93.1,1,
5/8/2018,Shortts Lake,NS,45.1,-63.3,1,
5/8/2018,South Milwaukee,WI,42.9,-87.9,1,
5/8/2018,St. Catharines,ON,43.2,-79.2,1,
5/8/2018,Stayner,ON,44.4,-80.1,2,
5/8/2018,Sterling,VA,39,-77.4,3,
5/8/2018,Syracuse,NY,43.1,-76.1,1,
5/8/2018,Thamesford,ON,43.1,-81,2,
5/8/2018,Toronto,ON,43.7,-79.6,1,
5/8/2018,Valley City,ND,46.9,-98,1,
5/8/2018,Waitsfield,VT,44.2,-72.8,1,
5/8/2018,Wakefield,MI,46.5,-89.9,1,
5/8/2018,Waterloo,ON,43.5,-80.5,1,
5/8/2018,Welsford,NB,45.5,-66.3,1,
5/8/2018,Westport,MA,41.6,-71.1,2,
5/8/2018,Wevertown,NY,43.6,-73.9,1,
5/7/2018,Afton,MN,44.9,-92.8,2,
5/7/2018,Anderson,IN,40.1,-85.7,0,
5/7/2018,Aylmer,ON,42.8,-81,1,
5/7/2018,Baldur,MB,49.4,-99.2,1,
5/7/2018,Baldur,MB,49.4,-99.2,1,
5/7/2018,Bartlett,NH,44.1,-71.2,1,
5/7/2018,Bay City,MI,43.6,-83.9,1,
5/7/2018,Beck,ON,48.6,-88.9,1,
5/7/2018,Brampton,ON,43.7,-79.8,1,
5/7/2018,Brandon,SD,43.6,-96.6,1,
5/7/2018,Brighton,MI,42.6,-83.7,1,
5/7/2018,Camillus,NY,43,-76.3,1,
5/7/2018,Chatham,NH,44.2,-71,0,
5/7/2018,Cheswick,PA,40.6,-79.8,1,
5/7/2018,Collegeville,PA,40.2,-75.5,1,
5/7/2018,Cumberland Bay,NB,46,-66,1,
5/7/2018,Dallas Center,IA,41.7,-93.8,2,
5/7/2018,Dedham,MA,42.2,-71.2,1,
5/7/2018,Delaware,ON,42.9,-81.4,1,
5/7/2018,Dundalk,ON,44.2,-80.4,1,
5/7/2018,East Kingston,NH,42.9,-71,1,
5/7/2018,Ely,MN,47.8,-92.1,1,
5/7/2018,Erieville,NY,42.9,-75.7,1,
5/7/2018,Fairfax,VA,38.8,-77.4,2,
5/7/2018,Farmington Hills,MI,42.5,-83.4,1,
5/7/2018,Findlay,OH,41,-83.6,1,
5/7/2018,Fishkill,NY,41.5,-73.9,1,
5/7/2018,Forestville,WI,44.7,-87.6,1,
5/7/2018,Framingham,MA,42.3,-71.4,1,
5/7/2018,Frederic,WI,45.7,-92.3,1,
5/7/2018,Geneva,IL,41.9,-88.3,2,
5/7/2018,Grand Rapids,MI,42.9,-85.6,1,
5/7/2018,Halton Hills,ON,43.7,-79.9,1,
5/7/2018,Hanover,MD,39.2,-76.7,2,
5/7/2018,Harbor Springs,MI,45.6,-85,1,
5/7/2018,Harrowsmith,ON,44.3,-76.7,,
5/7/2018,Harwinton,CT,41.8,-73.1,1,
5/7/2018,Holland,MI,42.8,-86.2,2,
5/7/2018,Holland,NY,42.6,-78.5,1,
5/7/2018,Hudson,NH,42.8,-71.4,1,
5/7/2018,Iowa Falls,IA,42.5,-93.3,1,
5/7/2018,Joliette,QC,46.1,-73.4,1,
5/7/2018,Kenduskeag,ME,44.9,-68.9,1,
5/7/2018,Kitchener,ON,43.4,-80.6,1,
5/7/2018,Lakeshore,ON,42.3,-82.8,1,
5/7/2018,Leesburg,VA,39.1,-77.6,1,
5/7/2018,Lockport,NY,43.2,-78.7,1,
5/7/2018,Londonderry,NH,42.9,-71.4,1,
5/7/2018,Ludlow,VT,43.4,-72.7,1,
5/7/2018,Lyn,ON,44.6,-75.8,1,
5/7/2018,Machiasport,ME,44.7,-67.4,1,
5/7/2018,Marion,NY,43.1,-77.2,4,
5/7/2018,McPherson,KS,38.4,-97.7,1,
5/7/2018,Meaford,ON,44.5,-80.7,2,
5/7/2018,Mentor,OH,41.7,-81.4,1,
5/7/2018,Meteghan,NS,44.2,-66.2,1,
5/7/2018,Moretown,VT,44.2,-72.7,1,
5/7/2018,Navan,ON,45.4,-75.4,1,
5/7/2018,North Tonawanda,NY,43,-78.9,1,
5/7/2018,Norway,ME,44.3,-70.6,1,
5/7/2018,Norwood,NY,44.7,-75,1,
5/7/2018,Oil Springs,ON,42.8,-82.1,1,
5/7/2018,Olmsted Falls,OH,41.4,-81.9,1,
5/7/2018,Omaha,NE,41.2,-96.1,1,
5/7/2018,Oneonta,NY,42.4,-75,1,
5/7/2018,Oxford,ME,44.1,-70.5,1,
5/7/2018,Parry Sound,ON,45.4,-79.8,1,
5/7/2018,Pickering,ON,43.9,-79.2,1,
5/7/2018,Plainfield charter Township,MI,43.1,-85.6,1,
5/7/2018,Rhinelander,WI,45.6,-89.5,1,
5/7/2018,Ripon,WI,43.8,-88.8,1,
5/7/2018,Schenectady,NY,42.8,-73.9,1,
5/7/2018,Shelby charter Township,MI,42.7,-83,1,
5/7/2018,Sherbrooke,QC,45.4,-71.9,1,
5/7/2018,Shorewood,WI,43.1,-87.9,1,
5/7/2018,Sistonens Corners,ON,48.5,-89.7,1,
5/7/2018,South Burlington,VT,44.4,-73.2,2,
5/7/2018,Southington,OH,41.3,-80.9,1,
5/7/2018,Stratford,NH,44.7,-71.6,1,
5/7/2018,Strykersville,NY,42.7,-78.4,1,
5/7/2018,Sullivan,ME,44.5,-68.2,1,
5/7/2018,Thunder Bay,ON,48.4,-89.2,1,
5/7/2018,Toledo,OH,41.6,-83.6,1,
5/7/2018,Toledo,OH,41.7,-83.5,1,
5/7/2018,Traverse City,MI,45,-85.5,1,
5/7/2018,Urbana,IL,40.1,-88.2,1,
5/7/2018,Waukesha,WI,43.1,-88.2,2,
5/7/2018,West Jefferson,OH,39.9,-83.3,2,
5/7/2018,Williamsville,NY,43,-78.7,1,
5/7/2018,Wolfville,NS,45.1,-64.4,1,
5/7/2018,Yankton,SD,42.9,-97.4,1,
5/6/2018,,OH,41.4,-81.9,1,
5/6/2018,Alexandria,VA,38.8,-77.1,1,
5/6/2018,Andover,NH,43.5,-71.7,2,
5/6/2018,Arcadia,WI,44.3,-91.5,1,
5/6/2018,Aurora,IL,41.7,-88.3,1,
5/6/2018,Bayside,WI,43.2,-87.9,1,
5/6/2018,Benson,VT,43.7,-73.3,1,
5/6/2018,Binghamton,NY,42.1,-75.9,1,
5/6/2018,Birnamwood,WI,44.9,-89.2,2,
5/6/2018,Bolton,NY,43.6,-73.7,1,
5/6/2018,Bolton-Est,QC,45.2,-72.4,3,
5/6/2018,Bowmanville,ON,43.9,-78.7,1,
5/6/2018,Brandon,SD,43.6,-96.6,1,
5/6/2018,brockway twp.,MI,43.1,-82.8,1,
5/6/2018,Burlington,ON,43.4,-79.8,1,
5/6/2018,Burlington,WI,42.7,-88.3,1,
5/6/2018,Burnsville,MN,44.8,-93.3,1,
5/6/2018,Cable,WI,46.2,-91.3,1,
5/6/2018,Cambridge,MN,45.6,-93.2,1,
5/6/2018,Canandaigua,NY,42.8,-77.3,2,
5/6/2018,Cattaraugus,NY,42.3,-78.9,1,
5/6/2018,Channing,MI,46.2,-88.1,1,
5/6/2018,Cohasset,MN,47.3,-93.6,1,
5/6/2018,Cokato,MN,45.2,-94.2,2,
5/6/2018,Columbiaville,MI,43.2,-83.4,1,
5/6/2018,Decatur,IL,39.8,-89,1,
5/6/2018,Dover,NH,43.2,-70.9,1,
5/6/2018,Eau Claire,WI,44.7,-91.5,1,
5/6/2018,Edgar,WI,45,-90,1,
5/6/2018,Friedens,PA,40.1,-79,1,
5/6/2018,Gloucester,MA,42.7,-70.7,2,
5/6/2018,Greene,ME,44.2,-70.1,1,
5/6/2018,Hale,MI,44.3,-83.9,1,
5/6/2018,Hamburg,NY,42.7,-78.8,1,
5/6/2018,Hartford,VT,43.7,-72.3,1,
5/6/2018,Hickory Hills,IL,41.7,-87.8,1,
5/6/2018,High Ridge,MO,38.4,-90.5,1,
5/6/2018,Hilton,NY,43.3,-77.8,1,
5/6/2018,Kansas City,MO,39,-94.6,2,
5/6/2018,Landaff,NH,44.2,-71.9,1,
5/6/2018,LaSalle,pq,45.4,-73.7,1,
5/6/2018,Littleton,NH,44.4,-71.8,1,
5/6/2018,Lockport,NY,43.2,-78.8,1,
5/6/2018,London,ON,43,-81.2,1,
5/6/2018,Long Grove,IL,42.2,-88,1,
5/6/2018,Madison,WI,43.1,-89.5,1,
5/6/2018,Manassas,VA,38.8,-77.5,1,
5/6/2018,Manitowoc,WI,44.1,-87.7,1,
5/6/2018,Marlborough,MA,42.3,-71.6,1,
5/6/2018,Mason,NH,42.7,-71.8,1,
5/6/2018,Mason,WI,46.4,-91.1,1,
5/6/2018,Meriden,CT,41.5,-72.8,1,
5/6/2018,Middletown,NJ,40.4,-74.1,1,
5/6/2018,Mississauga,ON,43.5,-79.6,1,
5/6/2018,Mount Pleasant,MI,43.6,-84.8,1,
5/6/2018,Mount Pleasant,MI,43.6,-84.8,1,
5/6/2018,New Baltimore,MI,42.7,-82.8,1,
5/6/2018,North Royalton,OH,41.3,-81.7,1,
5/6/2018,Oakville,ON,43.5,-79.7,1,
5/6/2018,Oakville,ON,43.5,-79.7,1,
5/6/2018,Olathe,KS,38.8,-94.8,1,
5/6/2018,Onchiota,NY,44.6,-74,2,
5/6/2018,Park Rapids,MN,46.9,-95.1,2,
5/6/2018,Pemberville,OH,41.4,-83.4,3,
5/6/2018,Pentwater,MI,43.8,-86.4,1,
5/6/2018,Perth,ON,44.8,-76.2,1,
5/6/2018,Polo,MO,39.6,-94,1,
5/6/2018,Port Loring,ON,45.9,-80,1,
5/6/2018,Porter Corners,NY,43.1,-73.9,1,
5/6/2018,Prince Edward,ON,44,-77,3,
5/6/2018,Racine,WI,42.7,-87.8,1,
5/6/2018,Rapid River,MI,45.9,-86.9,1,
5/6/2018,Rice Lake,WI,45.5,-91.7,1,
5/6/2018,Rimouski,QC,48.4,-68.5,6,
5/6/2018,Rogers,AR,36.3,-94.2,2,
5/6/2018,Salisbury,NB,46,-65,1,
5/6/2018,Sandown,NH,42.9,-71.2,1,
5/6/2018,Saranac Lake,NY,44.3,-74.1,1,
5/6/2018,Sarnia,ON,43,-82.3,1,
5/6/2018,Sarnia,ON,43,-82.4,1,
5/6/2018,Sault Ste. Marie,ON,46.6,-84.4,1,
5/6/2018,Sidney,OH,40.3,-84.2,1,
5/6/2018,South Ohio,NS,44,-66.1,2,
5/6/2018,Sparta,WI,44.1,-90.8,1,
5/6/2018,St. Cloud,MN,45.5,-94.2,1,
5/6/2018,Swartz Creek,MI,43,-83.9,1,
5/6/2018,Sydenham,ON,44.4,-76.6,1,
5/6/2018,Sylvania,OH,41.7,-83.8,1,
5/6/2018,The Blue Mountains,ON,44.5,-80.3,1,
5/6/2018,Tillsonburg,ON,42.9,-80.7,1,
5/6/2018,Toronto,ON,43.8,-79.2,1,
5/6/2018,Traverse City,MI,44.8,-85.6,1,
5/6/2018,Vadnais Heights,MN,45.1,-93.1,1,
5/6/2018,Vernon Hills,IL,42.2,-88,1,
5/6/2018,Wakefield,QC,45.6,-75.8,1,
5/6/2018,Wallace,NS,45.8,-63.5,1,
5/6/2018,Warkworth,ON,44.1,-77.9,1,
5/6/2018,Waterford Township,MI,42.7,-83.4,1,
5/6/2018,Waterloo,NY,42.9,-76.9,1,
5/6/2018,Watertown,CT,41.6,-73.1,1,
5/6/2018,Watervliet,MI,42.2,-86.3,2,
5/6/2018,Waubaushene,ON,44.7,-79.7,2,
5/6/2018,Welland,ON,43,-79.2,1,
5/6/2018,Westland,MI,42.3,-83.4,1,
5/6/2018,Willmar,MN,45.2,-95,1,
5/6/2018,Willowbrook,IL,41.7,-88,1,
5/5/2018,Alexandria,MN,45.9,-95.3,1,
5/5/2018,Allentown,PA,40.6,-75.5,1,
5/5/2018,Alma,NB,45.6,-65,1,
5/5/2018,Alsip,IL,41.7,-87.7,1,
5/5/2018,Alsip,IL,41.7,-87.7,1,
5/5/2018,Ashland,NH,43.7,-71.6,1,
5/5/2018,Barrie,ON,44.4,-79.7,1,
5/5/2018,Beachwood,NJ,39.9,-74.2,1,
5/5/2018,Belchertown,MA,42.3,-72.4,2,
5/5/2018,Berkeley Township,NJ,39.9,-74.1,1,
5/5/2018,Bourne,MA,41.7,-70.6,1,
5/5/2018,Bourne,MA,41.7,-70.6,1,
5/5/2018,Bracebridge,ON,45,-79.3,1,
5/5/2018,Bracebridge,ON,45,-79.3,1,
5/5/2018,Brandon,SD,43.6,-96.6,3,
5/5/2018,Bricelyn,MN,43.6,-93.8,2,
5/5/2018,Cantley,QC,45.5,-75.8,1,
5/5/2018,Caro,MI,43.5,-83.3,1,
5/5/2018,Charlton,MA,42.1,-72,2,
5/5/2018,Cincinnati,OH,39.1,-84.5,1,
5/5/2018,Clyde,NY,43.1,-76.9,1,
5/5/2018,Cobourg,ON,44,-78.1,1,
5/5/2018,Concord,MA,42.5,-71.3,1,
5/5/2018,Constableville,NY,43.6,-75.4,1,
5/5/2018,Couderay,WI,45.8,-91.3,1,
5/5/2018,Downers Grove,IL,41.8,-88,1,
5/5/2018,Duhamel,QC,46,-75.1,1,
5/5/2018,Dunbarton,NH,43.1,-71.5,1,
5/5/2018,Eagle River,WI,45.9,-89.4,1,
5/5/2018,East Longmeadow,MA,42.1,-72.5,4,
5/5/2018,Edison,NJ,40.5,-74.4,1,
5/5/2018,Edmond,OK,35.7,-97.5,1,
5/5/2018,Elba,NY,43.1,-78.2,1,
5/5/2018,Essex,VT,44.5,-73.1,1,
5/5/2018,Exeland,WI,45.7,-91.3,2,
5/5/2018,Falconer,NY,42.1,-79.1,1,
5/5/2018,Falls Church,VA,38.9,-77.2,1,
5/5/2018,Fox Point,WI,43.1,-87.9,1,
5/5/2018,Freeville,NY,42.5,-76.4,2,
5/5/2018,Fulton,NY,43.3,-76.4,1,
5/5/2018,Gooderham,ON,44.7,-78.3,1,
5/5/2018,Grayslake,IL,42.3,-88,1,
5/5/2018,Gurnee,IL,42.4,-87.9,1,
5/5/2018,Hadley,MA,42.3,-72.6,1,
5/5/2018,Hamburg,NY,42.8,-78.8,1,
5/5/2018,Hauppauge,NY,40.8,-73.2,1,
5/5/2018,Hauppauge,NY,40.8,-73.2,1,
5/5/2018,Havelock,ON,44.5,-77.9,1,
5/5/2018,Hoosick Falls,NY,42.9,-73.4,1,
5/5/2018,Horseheads,NY,42.2,-76.8,1,
5/5/2018,Howard City,MI,43.4,-85.4,1,
5/5/2018,Hummelstown,PA,40.3,-76.7,1,
5/5/2018,Independence,MO,39.1,-94.5,1,
5/5/2018,Indianapolis,IN,39.8,-86.2,1,
5/5/2018,Indianapolis,IN,39.8,-86.1,1,
5/5/2018,Indianapolis,IN,39.8,-86.3,1,
5/5/2018,Itasca,IL,42,-88,3,
5/5/2018,Jefferson,NH,44.4,-71.4,1,
5/5/2018,Jetmore,KS,38.1,-99.9,2,
5/5/2018,Johannesburg,MI,44.9,-84.5,1,
5/5/2018,Kalamazoo,MI,42.4,-85.7,1,
5/5/2018,Kalkaska,MI,44.7,-85.2,1,
5/5/2018,Kincardine,ON,44.2,-81.7,2,
5/5/2018,Kinnelon,NJ,41,-74.4,1,
5/5/2018,Lake,MI,43.9,-85,1,
5/5/2018,Lakeland,MN,44.9,-92.8,1,
5/5/2018,landisburg,PA,40.4,-77.2,1,
5/5/2018,Langdon,NH,43.2,-72.3,1,
5/5/2018,Lawrence,KS,38.9,-95.2,2,
5/5/2018,Leland,MI,45,-85.8,1,
5/5/2018,Lion's Head,ON,45,-81.2,2,
5/5/2018,Lunenburg,MA,42.6,-71.8,1,
5/5/2018,Manchester,MI,42.2,-84,1,
5/5/2018,Manchester,VT,43.2,-73.1,1,
5/5/2018,Manistique,MI,46,-86.3,1,
5/5/2018,Mayfield Village,OH,41.5,81.4,1,
5/5/2018,McDonalds Corners,ON,45,-76.6,1,
5/5/2018,Meriden,CT,41.5,-72.8,1,
5/5/2018,Middlesex,VT,44.3,-72.6,1,
5/5/2018,Miller Lake,ON,45.2,-81.3,1,
5/5/2018,Minneapolis,MN,45,-93.4,1,
5/5/2018,Mississauga,ON,43.5,-79.7,1,
5/5/2018,Mississippi Mills,ON,45.2,-76.2,1,
5/5/2018,Moline,IL,41.5,-90.5,3,
5/5/2018,Mono,ON,44,-80.1,2,
5/5/2018,Moro,IL,38.9,-90,1,
5/5/2018,Negley,OH,40.8,-80.6,1,
5/5/2018,Neptune City,NJ,40.2,-74.1,1,
5/5/2018,New Castle,PA,41,-80.4,1,
5/5/2018,Newcastle,ON,43.9,-78.6,1,
5/5/2018,Niskayuna,NY,42.8,-73.9,2,
5/5/2018,North Reading,MA,42.6,-71.1,1,
5/5/2018,Northville,MI,42.4,-83.4,1,
5/5/2018,Norwalk,CT,41.1,-73.4,1,
5/5/2018,OFallon,MO,38.8,-90.7,1,
5/5/2018,Ogema,WI,45.4,-90.3,3,
5/5/2018,Oneonta,NY,42.5,-75.1,2,
5/5/2018,Ottawa,ON,45.5,-76.1,1,
5/5/2018,Palmyra,ME,44.8,-69.4,1,
5/5/2018,Perrysburg,OH,41.6,-83.6,1,
5/5/2018,Perrysburg,OH,41.5,-83.5,1,
5/5/2018,Petrolia,ON,42.9,-82.1,1,
5/5/2018,Phillips,WI,45.7,-90.4,1,
5/5/2018,Pittsfield,ME,44.8,-69.4,1,
5/5/2018,Port Medway,NS,44.2,-64.5,1,
5/5/2018,Port Stanley,ON,42.7,-81.2,1,
5/5/2018,Pound,WI,45.1,-88.1,1,
5/5/2018,Québec,QC,46.9,-71.3,1,
5/5/2018,Red Wing,MN,44.5,-92.4,2,
5/5/2018,Rhinelander,WI,45.6,-89.4,1,
5/5/2018,Rosemount,MN,44.7,-93.1,1,
5/5/2018,Saint Clair,MI,42.8,-82.6,1,
5/5/2018,Savage,MN,44.8,-93.3,1,
5/5/2018,Schroon Lake,NY,43.8,-73.8,2,
5/5/2018,seal cove,ME,44.3,-68.4,1,
5/5/2018,Severn Bridge,ON,44.8,-79.4,2,
5/5/2018,Severn Bridge,ON,44.8,-79.4,2,
5/5/2018,Star Prairie,WI,45.2,-92.5,1,
5/5/2018,Steger,IL,41.5,-87.6,1,
5/5/2018,Stevensville,MI,42,-86.5,1,
5/5/2018,Strathroy,ON,43,-81.6,1,
5/5/2018,Stroudsburg,PA,41,-75.2,1,
5/5/2018,Tracy,MN,44.1,-95.7,1,
5/5/2018,Tuftonboro,NH,43.7,-71.2,1,
5/5/2018,Turner,ME,44.3,-70.3,1,
5/5/2018,Vernon,NY,43.1,-75.5,1,
5/5/2018,Victoria,MN,44.9,-93.7,1,
5/5/2018,Victoria Harbour,ON,44.7,-79.8,1,
5/5/2018,Walhalla,MI,43.9,-86.1,1,
5/5/2018,Wallkill,NY,41.6,-74.1,2,
5/5/2018,Waterford,PA,41.9,-80,0,
5/5/2018,Waterford Township,MI,42.7,-83.4,1,
5/5/2018,Wautoma,WI,44.1,-89.3,1,
5/5/2018,West Nyack,NY,41.1,-74,1,
5/5/2018,Westport,MA,41.6,-71.1,5,
5/5/2018,Wheeler,WI,45,-91.9,1,
5/5/2018,Wild Rose,WI,44.1,-89.2,2,
5/5/2018,Windsor Junction,NS,44.8,-63.6,1,
5/5/2018,Windsor Locks,CT,41.9,-72.6,1,
5/5/2018,Woodstock,ON,43.1,-80.7,1,
5/4/2018,Acton,ME,43.5,-70.9,1,
5/4/2018,Alexandria,NH,43.6,-71.8,2,
5/4/2018,Antioch,IL,42.5,-88.1,2,
5/4/2018,Armada,MI,42.8,-82.9,1,
5/4/2018,Ashland,MA,42.3,-71.5,1,
5/4/2018,Attleboro,MA,41.9,-71.3,2,
5/4/2018,Attleboro,MA,41.9,-71.3,1,
5/4/2018,Auburn,ME,44.2,-70.2,3,
5/4/2018,Auburn,MI,43.6,-84.1,1,
5/4/2018,Austintown,OH,41.1,-80.8,1,
5/4/2018,Beaver Meadows,PA,40.9,-75.9,1,
5/4/2018,Beaver Meadows,PA,40.9,-75.9,1,
5/4/2018,Bedford,NY,41.2,-73.6,1,
5/4/2018,Bohemia,NY,40.8,-73.1,1,
5/4/2018,Bohemia,NY,40.8,-73.1,2,
5/4/2018,Bolton,MA,42.4,-71.6,2,
5/4/2018,Bolton,NY,43.6,-73.7,2,
5/4/2018,Brantwood,WI,45.7,-90.2,1,
5/4/2018,Brookfield,WI,43,-88.1,1,
5/4/2018,Buffalo,MN,45.2,-93.9,1,
5/4/2018,Burlington,WI,42.7,-88.3,1,
5/4/2018,Camden,ME,44.2,-69.1,1,
5/4/2018,Catawissa,PA,41,-76.5,1,
5/4/2018,Chanhassen,MN,44.9,-93.5,1,
5/4/2018,Chippewa Falls,WI,44.9,-91.4,1,
5/4/2018,Collinsville,IL,38.7,-89.9,1,
5/4/2018,Concord,NH,43.3,-71.6,1,
5/4/2018,Copake,NY,42.1,-73.5,1,
5/4/2018,Cortland,OH,41.4,-80.7,1,
5/4/2018,Corunna,ON,42.9,-82.5,1,
5/4/2018,Crystal Lake,IL,42.2,-88.3,1,
5/4/2018,Des Moines,IA,41.6,-93.6,1,
5/4/2018,Dresden,ME,44,-69.8,1,
5/4/2018,Dresden,ME,44,-69.8,1,
5/4/2018,Eagleville,PA,40.2,-75.4,1,
5/4/2018,Elysburg,PA,40.9,-76.6,3,
5/4/2018,Erie,PA,42.1,-80.1,1,
5/4/2018,Evansville,IN,38,-87.6,1,
5/4/2018,Fairfield,NJ,40.9,-74.3,1,
5/4/2018,Feura Bush,NY,42.6,-73.9,1,
5/4/2018,Fishs Eddy,NY,42,-75.2,1,
5/4/2018,Flossmoor,IL,41.5,-87.7,1,
5/4/2018,Fort Wayne,IN,41.2,-85.2,1,
5/4/2018,Golden Valley,MN,45,-93.4,1,
5/4/2018,Grand Rapids,MI,43,-85.6,1,
5/4/2018,Grass Lake,MI,42.3,-84.2,1,
5/4/2018,Grayslake,IL,42.3,-88.1,1,
5/4/2018,Hamilton,MA,42.6,-70.9,2,
5/4/2018,Harrisville,MI,44.6,-83.3,1,
5/4/2018,Hawthorn Woods,IL,42.2,-88,2,
5/4/2018,Honeoye,NY,42.8,-77.5,1,
5/4/2018,Jamestown,PA,41.5,-80.4,1,
5/4/2018,Kearneysville,WV,39.4,-77.9,1,
5/4/2018,Kewaskum,WI,43.5,-88.2,1,
5/4/2018,Lakeshore,ON,42.2,-82.9,1,
5/4/2018,Lakeville,NY,42.8,-77.7,2,
5/4/2018,Lee's Summit,MO,38.9,-94.4,2,
5/4/2018,Lincoln,ON,43.2,-79.5,1,
5/4/2018,Little Suamico,WI,44.7,-88.1,1,
5/4/2018,Madison,WI,43.1,-89.4,2,
5/4/2018,Mashpee,MA,41.6,-70.5,3,
5/4/2018,McAllen,TX,26.2,-98.2,4,
5/4/2018,McGaheysville,VA,38.4,-78.7,2,
5/4/2018,McGaheysville,VA,38.4,-78.7,1,
5/4/2018,Milan,IL,41.5,-90.6,1,
5/4/2018,Minnetonka,MN,45,-93.4,1,
5/4/2018,Moro,IL,38.9,-90,1,
5/4/2018,Morpeth,ON,42.4,-81.8,1,
5/4/2018,Mount Vernon,OH,40.4,-82.4,1,
5/4/2018,Mullica Hill,NJ,39.7,-75.2,1,
5/4/2018,Naperville,IL,41.7,-88.2,1,
5/4/2018,Naperville,IL,41.7,-88.2,2,
5/4/2018,Naples,NY,42.7,-77.4,1,
5/4/2018,Nashua,NH,42.8,-71.5,1,
5/4/2018,New Gloucester,ME,43.9,-70.3,1,
5/4/2018,New Richmond,WI,45,-92.5,1,
5/4/2018,Newburyport,MA,42.8,-70.9,2,
5/4/2018,North Hampton,NH,43,-70.8,2,
5/4/2018,Northfield,MN,44.4,-93.2,1,
5/4/2018,Northfield,MN,44.5,-93.2,1,
5/4/2018,Norton Shores,MI,43.2,-86.2,1,
5/4/2018,Norwood,NY,44.8,-75,1,
5/4/2018,Oakland,IA,41.3,-95.4,1,
5/4/2018,Olympia Fields,IL,41.5,-87.7,1,
5/4/2018,Ottawa,ON,45.5,-76.1,1,
5/4/2018,Overland Park,KS,38.9,-94.6,1,
5/4/2018,Pickering,ON,43.8,-79.1,1,
5/4/2018,Pittsburgh,PA,40.5,-80.1,1,
5/4/2018,Pittston,ME,44.2,-69.7,1,
5/4/2018,Plainfield,IN,39.7,-86.4,1,
5/4/2018,Plymouth,MA,41.8,-70.6,1,
5/4/2018,Poestenkill,NY,42.7,-73.6,1,
5/4/2018,Pound Ridge,NY,41.2,-73.6,4,
5/4/2018,Putnam,CT,41.9,-71.9,1,
5/4/2018,Putnam,CT,41.9,-71.9,2,
5/4/2018,Red Hook,NY,42,-73.9,,
5/4/2018,River Falls,WI,44.9,-92.5,1,
5/4/2018,Rocky River,OH,41.5,-81.9,1,
5/4/2018,Roscoe,IL,42.4,-89,1,
5/4/2018,Saint Joseph,MI,42.1,-86.5,1,
5/4/2018,Saint-Jean-sur-Richelieu,QC,45.4,-73.4,2,
5/4/2018,Saugus,MA,42.5,-71,1,
5/4/2018,Scarborough,ME,43.6,-70.3,1,
5/4/2018,Sheboygan,WI,43.8,-87.8,1,
5/4/2018,Shelby charter Township,MI,42.7,-83,1,
5/4/2018,Shillington,PA,40.3,-76,1,
5/4/2018,Shiremanstown,PA,40.2,-77,1,
5/4/2018,Staten Island,NY,40.6,-74.2,1,
5/4/2018,Stockton,NJ,40.4,-75,1,
5/4/2018,Tillsonburg,ON,42.9,-80.8,1,
